time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2025-05-09T21:56:15.360Z,43.370666666666665,-123.824,-0.45,1.73,ml,19,76,0.05391,0.27,uw,uw62096347,2025-05-12T17:03:28.720Z,"30 km E of Bunker Hill, Oregon",explosion,0.38,31.61,0.11876723923675281,7,reviewed,uw,uw
2025-05-09T21:17:30.490Z,49.361333333333334,-120.52416666666667,-0.51,2.19,ml,8,216,0.5891,0.35,uw,uw62096327,2025-05-13T17:27:05.370Z,"10 km S of Princeton, Canada",explosion,3.06,31.61,0.1332611890573765,7,reviewed,uw,uw
2025-05-09T17:41:23.990Z,44.5475,-122.83383333333333,-0.52,1.8800000000000001,ml,10,140,0.07059,0.16,uw,uw62096212,2025-05-10T00:03:16.320Z,"5 km ENE of Lebanon, Oregon",explosion,0.72,31.61,0.17800289846939576,9,reviewed,uw,uw
2025-05-09T16:04:32.980Z,46.22683333333333,-123.22633333333333,-0.41,1.3800000000000001,ml,15,62,0.1121,0.11,uw,uw62096172,2025-05-09T17:22:26.950Z,"11 km ENE of East Cathlamet, Washington",explosion,0.31,31.61,0.18897980997320252,7,reviewed,uw,uw
2025-05-09T00:03:02.220Z,45.86533333333333,-122.84566666666667,-0.32,1.12,md,12,94,0.02866,0.19,uw,uw62095927,2025-05-09T05:16:36.330Z,"3 km W of Saint Helens, Oregon",explosion,0.49,31.61,0.07905669805708637,5,reviewed,uw,uw
2025-05-08T17:14:02.190Z,49.38516666666666,-120.50066666666666,-0.37,1.9100000000000001,ml,8,184,0.5758,0.11,uw,uw62095682,2025-05-08T18:51:09.220Z,"8 km S of Princeton, Canada",explosion,0.96,31.61,0.036778115925243826,6,reviewed,uw,uw
2025-05-07T23:38:53.210Z,48.04366666666667,-123.13283333333334,-0.16,2.07,ml,6,200,0.001067,0.68,uw,uw62095442,2025-05-08T04:40:00.280Z,"2 km S of River Road, Washington",explosion,3.53,31.61,0.04679467942132165,2,reviewed,uw,uw
2025-05-07T23:16:54.300Z,43.462833333333336,-123.86983333333333,-0.42,1.6600000000000001,ml,13,140,0.07214,0.29,uw,uw62095432,2025-05-08T19:07:27.270Z,"27 km ESE of Lakeside, Oregon",explosion,0.63,31.61,0.13364310010554836,7,reviewed,uw,uw
2025-05-07T22:12:08.710Z,46.973166666666664,-122.26083333333334,-0.54,1.33,ml,18,298,0.03172,0.11,uw,uw62095412,2025-05-08T03:41:48.500Z,"3 km WSW of Kapowsin, Washington",explosion,0.55,31.61,0.19843663244614207,6,reviewed,uw,uw
2025-05-07T21:07:36.850Z,45.1035,-123.18283333333333,-0.18,1.3,ml,9,95,0.06755,0.24,uw,uw62095362,2025-05-08T18:48:29.890Z,"2 km SE of Amity, Oregon",explosion,0.57,31.61,0.09147751891291334,3,reviewed,uw,uw
2025-05-07T00:12:36.300Z,42.44116666666667,-123.23066666666666,-0.6,1.29,ml,11,72,0.1291,0.2,uw,uw62095012,2025-05-07T18:46:24.500Z,"4 km W of Rogue River, Oregon",explosion,0.52,31.61,0.09795060799050526,4,reviewed,uw,uw
2025-05-06T21:40:55.360Z,46.9115,-120.5665,-0.87,1.93,ml,10,105,0.002107,0.73,uw,uw62094937,2025-05-06T22:24:18.440Z,"9 km S of Ellensburg, Washington",explosion,2.22,31.61,0.08644244505989174,9,reviewed,uw,uw
2025-05-06T20:08:57.330Z,49.101,-122.15533333333333,-0.66,1.3,ml,10,257,0.07818,0.22,uw,uw62094887,2025-05-07T17:36:47.310Z,"8 km NE of Abbotsford, Canada",explosion,1.25,31.61,0.18510693596102867,7,reviewed,uw,uw
2025-05-06T17:45:33.690Z,45.365,-122.77533333333334,-0.19,1.42,ml,5,124,0.03664,0.05,uw,uw62094802,2025-05-07T17:53:57.950Z,"2 km SSW of Tualatin, Oregon",explosion,0.54,31.61,0.08547495607824618,5,reviewed,uw,uw
2025-05-05T23:15:21.870Z,45.786,-122.434,-0.85,1.45,ml,11,285,0.1469,0.2,uw,uw62094382,2025-05-06T21:40:26.490Z,"1 km NNW of Venersborg, Washington",explosion,0.91,31.61,0.17905539173647056,5,reviewed,uw,uw
